node_index,node_id,node_name,node_type,SMILES,MW,clogp,tpsa,scaffold_cluster
16283,DB02955,Ricinoleic acid,drug,CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O,298.4669999999999,5.079300000000004,57.53,0
16284,DB05077,SLV319,drug,,,,,-1
16285,DB05201,V24343,drug,,,,,-1
16286,DB05750,AVE-1625,drug,,,,,-1
16287,DB11745,Otenabant,drug,CCNC1(CCN(CC1)C2=NC=NC3=C2N=C(N3C4=CC=C(C=C4)Cl)C5=CC=CC=C5Cl)C(=O)N,510.42900000000014,4.223100000000003,101.96,1212
16288,DB11755,Tetrahydrocannabivarin,drug,CCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,286.41499999999996,4.955600000000005,29.46,375
16289,DB00275,Olmesartan,drug,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,446.5110000000002,3.6566000000000014,129.81,128
16290,DB00876,Eprosartan,drug,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\CC3=CC=CS3)/C(=O)O,424.52200000000016,4.744400000000003,92.42,1213
16291,DB01342,Forasartan,drug,CCCCC1=NN(C(=N1)CCCC)CC2=CN=C(C=C2)C3=CC=CC=C3C4=NNN=N4,416.5330000000001,4.253700000000003,98.06,1214
16292,DB01347,Saprisartan,drug,CCC1=NC(=C(N1CC2=CC3=C(C=C2)OC(=C3Br)C4=CC=CC=C4NS(=O)(=O)C(F)(F)F)C(=O)N)C5CC5,611.4399999999998,5.907300000000004,120.21999999999998,1215
16293,DB05739,CYT006-AngQb,drug,,,,,-1
16294,DB09279,Fimasartan,drug,CCCCC1=NC(=C(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CC(=S)N(C)C)C,501.6600000000002,4.221220000000002,92.59,1216
16295,DB11842,Angiotensin II,drug,CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N,1046.1969999999997,-1.3147000000000029,408.83999999999986,1217
16296,DB00133,Serine,drug,C([C@@H](C(=O)O)N)O,105.09299999999999,-1.6093999999999995,83.55,0
16297,DB00429,Carboprost tromethamine,drug,CCCCC[C@@](C)(/C=C/[C@H]1[C@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)[O-])O)O)O.C(C(CO)(CO)[NH3+])O,489.6500000000003,-0.9576999999999958,189.15,1168
16298,DB00770,Alprostadil,drug,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O,354.487,3.475100000000003,94.83000000000001,1218
16299,DB00917,Dinoprostone,drug,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,352.47100000000006,3.251100000000002,94.83000000000001,1218
16300,DB00929,Misoprostol,drug,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,382.54100000000017,3.9536000000000047,83.83000000000001,1218
16301,DB01088,Iloprost,drug,CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O,360.4940000000001,3.5413000000000032,77.76,1219
16302,DB09211,Limaprost,drug,CCCC[C@H](C)C[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCC/C=C/C(=O)O)O)O,380.5250000000001,3.887200000000004,94.83000000000001,1218
16303,DB03758,Radicicol,drug,C[C@@H]1C[C@@H]2[C@H](O2)/C=C\C=C\C(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1,364.781,2.691600000000002,96.36,1220
16304,DB03760,Dihydrolipoic Acid,drug,C(CCC(=O)O)C[C@H](CCS)S,208.34799999999998,2.2497000000000007,37.3,0
16305,DB00073,Rituximab,drug,,,,,-1
16306,DB00078,Ibritumomab tiuxetan,drug,,,,,-1
16307,DB00081,Tositumomab,drug,,,,,-1
16308,DB06650,Ofatumumab,drug,,,,,-1
16309,DB08935,Obinutuzumab,drug,,,,,-1
16310,DB09336,Technetium Tc-99m nofetumomab merpentan,drug,,,,,-1
16311,DB11988,Ocrelizumab,drug,,,,,-1
16312,DB01821,"L-N(omega)-Nitroarginine-2,4-L-diaminobutyric amide",drug,C(C[C@@H](C(=O)N[C@@H](CCN)C(=O)N)N)CN=C(N)N[N+](=O)[O-],318.338,-3.4911999999999965,217.77999999999997,0
16313,DB01942,Formic acid,drug,C(=O)O,46.025000000000006,-0.29919999999999997,37.3,0
16314,DB02027,N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine,drug,C(C[C@@H](CNCCN)N)CN=C(N)N[N+](=O)[O-],247.303,-2.2617999999999965,157.62,0
16315,DB02077,L-N(omega)-nitroarginine-(4R)-amino-L-proline amide,drug,C1[C@H](CN[C@@H]1C(=O)N)NC(=O)[C@H](CCCN=C(N)N[N+](=O)[O-])N,330.349,-3.4780999999999977,203.79,198
16316,DB02143,1-hydroxy-2-isopropylguanidine,drug,CC(C)N=C(N)NO,117.152,-0.3116999999999998,70.64,0
16317,DB02727,2-butyl-1-hydroxyguanidine,drug,CCCCN=C(N)NO,131.179,0.08000000000000002,70.64,0
16318,DB02991,S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea,drug,CCSC(=NC1=CC=C(C=C1)C(F)(F)F)N,248.27299999999997,3.404700000000001,38.379999999999995,27
16319,DB03707,S-Ethyl-N-Phenyl-Isothiourea,drug,CCSC(=NC1=CC=CC=C1)N,180.276,2.3858999999999995,38.379999999999995,27
16320,DB03710,[(1S)-4-(1-Aminobutylideneamino)-1-carboxybutyl]azanium,drug,CCCC(=NCCC[C@@H](C(=O)O)[NH3+])N,202.278,-0.3809999999999973,103.32,0
16321,DB03892,5-N-Allyl-arginine,drug,C=CCNC(=[NH+]CCC[C@@H](C(=O)O)N)N,215.277,-2.650599999999997,115.33999999999999,0
16322,DB04223,Nitroarginine,drug,C(C[C@@H](C(=O)O)N)CN=C(N)N[N+](=O)[O-],219.201,-1.7254999999999985,156.87,0
16323,DB06096,NXN-188,drug,,,,,-1
16324,DB08018,"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",drug,CC1=CC(=NC(=C1)N)C[C@H]2CNC[C@H]2NCCNCC3=CC=C(C=C3)Cl,373.93200000000013,2.1355200000000005,75.0,1221
16325,DB08019,"N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine",drug,CC1=CC(=NC(=C1)N)C[C@H]2CNC[C@@H]2NCCNCC3=CC(=CC=C3)Cl,373.93200000000013,2.1355200000000005,75.0,1222
16326,DB02401,"4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid",drug,C1(=NONC1=O)C(=O)O,130.059,-0.9389000000000003,96.19000000000001,1223
16327,DB03940,Oxamic Acid,drug,C(=O)(C(=O)O)N,89.05000000000001,-1.4436999999999998,80.39,0
16328,DB05737,Varespladib methyl,drug,CCC1=C(C2=C(N1CC3=CC=CC=C3)C=CC=C2OCC(=O)OC)C(=O)C(=O)N,394.42700000000025,2.471799999999999,100.61999999999999,1224
16329,DB13893,Crotalus adamanteus antivenin,drug,,,,,-1
16330,DB13894,Agkistrodon piscivorus antivenin,drug,,,,,-1
16331,DB01890,"N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide",drug,C[C@H](CCC(=O)N(CCCNC(=O)[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)CCCNC(=O)[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,862.068,-2.893699999999982,321.27000000000004,362
16332,DB02746,Phthalic Acid,drug,C1=CC=C(C(=C1)C(=O)O)C(=O)O,166.13199999999998,1.083,74.6,27
16333,DB04519,Caprylic acid,drug,CCCCCCCC(=O)O,144.214,2.4314999999999998,37.3,0
16334,DB04971,Reglitazar,drug,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CC4C(=O)NOC4=O,392.4110000000001,3.0182200000000003,90.66,1225
16335,DB05187,Elafibranor,drug,CC1=CC(=CC(=C1OC(C)(C)C(=O)O)C)/C=C/C(=O)C2=CC=C(C=C2)SC,384.49700000000007,5.163440000000005,63.6,1037
16336,DB05416,Cardarine,drug,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC=C(C=C3)C(F)(F)F)C)OCC(=O)O,453.5070000000001,6.201440000000006,59.42,1226
16337,DB06521,Ertiprotafib,drug,CC1=CC(=CC(=C1O[C@H](CC2=CC=CC=C2)C(=O)O)C)C3=C4C(=C(SC4=C(C5=CC=CC=C53)Br)C)C,559.5250000000001,8.792380000000001,46.53,1227
16338,DB06533,Ragaglitazar,drug,CCO[C@H](CC1=CC=C(C=C1)OCCN2C3=CC=CC=C3OC4=CC=CC=C42)C(=O)O,419.47700000000015,5.041600000000004,68.23,1228
16339,DB06536,Tesaglitazar,drug,CCO[C@@H](CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O,408.47200000000015,2.6787,99.13000000000001,1229
16340,DB07215,GW-590735,drug,CC1=C(SC(=N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NCC3=CC=C(C=C3)OC(C)(C)C(=O)O,478.49200000000025,5.309320000000004,88.52,1230
16341,DB07724,Indeglitazar,drug,COC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=C2C=CC(=C3)OC)CCC(=O)O,389.4290000000002,2.912700000000001,94.83,1231
16342,DB08915,Aleglitazar,drug,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=C4C=CSC4=C(C=C3)C[C@@H](C(=O)O)OC,437.51700000000017,5.128320000000005,81.79,1232
16343,DB09006,Clinofibrate,drug,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,468.59000000000026,6.201000000000006,93.06000000000002,242
16344,DB09064,Ciprofibrate,drug,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,289.158,3.589800000000002,46.53,644
16345,DB09422,Soybean oil,drug,,,,,-1
16346,DB12007,Isoflavone,drug,C1=CC=C(C=C1)C2=COC3=CC=CC=C3C2=O,222.24299999999997,3.4600000000000026,30.21,25
16347,DB12961,Leukotriene B4,drug,CCCCC/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O,336.47200000000004,4.158300000000004,77.76,0
16348,DB13873,Fenofibric acid,drug,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,318.756,3.8130000000000024,63.6,175
16349,DB02338,NADPH,drug,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O,745.4250000000003,-2.5693999999999964,364.15000000000003,368
16350,DB04207,L-Saccharopine,drug,C(CCN[C@@H](CCC(=O)O)C(=O)O)C[C@@H](C(=O)O)N,276.289,-0.5237999999999976,149.95000000000002,0
16351,DB09098,Somatrem,drug,,,,,-1
16352,DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate,drug,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O,390.067,-2.2313000000000005,229.73999999999995,1150
16353,DB02309,5-monophosphate-9-beta-D-ribofuranosyl xanthine,drug,C1=[N+](C2=C(N1)C(=O)NC(=O)N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,365.21500000000003,-3.439499999999998,201.83999999999995,1233
16354,DB03153,"3H-pyrazolo[4,3-d]pyrimidin-7-ol",drug,C1C2=C(C(=O)NC=N2)N=N1,136.11399999999998,0.3672000000000001,70.47,1234
16355,DB00210,Adapalene,drug,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,412.5290000000003,6.681400000000005,46.53,1235
16356,DB01941,LG-100268,drug,CC1=CC2=C(C=C1C3(CC3)C4=NC=C(C=C4)C(=O)O)C(CCC2(C)C)(C)C,363.5010000000002,5.517120000000005,50.19,1236
16357,DB07080,TO-901317,drug,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O,481.33599999999996,4.756400000000002,57.61,767
16358,DB07929,"N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE",drug,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCO3)C)C,396.4870000000002,3.9687600000000023,67.87,1237
16359,DB08175,"(2E,4E)-11-METHOXY-3,7,11-TRIMETHYLDODECA-2,4-DIENOIC ACID",drug,C[C@@H](CCCC(C)(C)OC)C/C=C/C(=C/C(=O)O)/C,268.397,4.195000000000003,46.53,0
16360,DB00151,Cysteine,drug,C([C@@H](C(=O)O)N)S,121.16099999999999,-0.6719,63.31999999999999,0
16361,DB00148,Creatine,drug,CN(CC(=O)O)C(=N)N,131.13499999999996,-1.1037299999999988,90.41000000000001,0
16362,DB13191,Phosphocreatine,drug,CN(CC(=O)O)/C(=N/P(=O)(O)O)/N,211.11399999999998,-1.589799999999999,136.45000000000002,0
16363,DB00087,Alemtuzumab,drug,,,,,-1
16364,DB04873,Piboserod,drug,CCCCN1CCC(CC1)CNC(=O)C2=C3N(CCCO3)C4=CC=CC=C42,369.5090000000001,3.665700000000002,46.5,1238
16365,DB04917,Renzapride,drug,COC1=C(C=CC(=C1Cl)N)C(=O)NC2CCN3CCCC2C3,323.8240000000001,2.1449000000000007,67.58999999999999,1239
16366,DB05542,Naronapride,drug,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCCCC(=O)O[C@H]3CN4CCC3CC4,537.1010000000003,2.947700000000001,106.35999999999999,1240
16367,DB05905,TD-2749,drug,,,,,-1
16368,DB06422,Ticalopride,drug,CO[C@H]1CNCC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl,313.78499999999997,1.0374999999999999,85.61,1241
16369,DB08810,Cinitapride,drug,CCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N,402.4950000000002,3.1262000000000008,110.72999999999999,1242
16370,DB12702,Velusetrag,drug,CC(C)N1C2=CC=CC=C2C=C(C1=O)C(=O)NC3C[C@H]4CC[C@@H](C3)N4C[C@H](CN(C)S(=O)(=O)C)O,504.6530000000003,1.5599000000000007,111.95,1243
16371,DB02285,Protoporphyrin,drug,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C,562.6700000000004,7.808640000000006,131.96,1244
16372,DB09147,Ferric pyrophosphate,drug,[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3],745.2030000000003,-10.0288,406.83,0
16373,DB09517,Sodium ferric gluconate complex,drug,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[O-2].[O-2].[O-2].[Na+].[Fe+3].[Fe+3],2089.3090000000025,-35.163200000000096,1174.4300000000007,1245
16374,DB13995,Ferric pyrophosphate citrate,drug,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.OP(=O)(O)OP(=O)(O)O.OP(=O)(O)OP(=O)(O)O.OP(=O)([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3],1321.5720000000017,-20.098600000000015,803.2200000000001,0
16375,DB01733,L-Phospholactate,drug,C[C@H](C(=O)O)OP(=O)(O)O,170.05700000000002,-0.4312000000000001,104.06,0
16376,DB07628,"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one",drug,CC1=CC2=C(S1)C3=C(N2C)C(=O)N(N=C3)CC4=CC=CC=C4F,327.384,3.445520000000002,39.82,1246
16377,DB07692,"1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine",drug,C1CN(CCN1S(=O)(=O)C2=CC3=C(C=C2)OCCO3)S(=O)(=O)C4=C(C=CC=C4F)F,460.48000000000013,1.4311999999999998,93.22,1247
16378,DB07697,"1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine",drug,COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)OCCO4,454.5260000000002,1.1616,102.45000000000002,1247
16379,DB00276,Amsacrine,drug,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,393.4680000000001,4.511700000000003,80.32,1248
16380,DB00308,Ibutilide,drug,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,384.58600000000007,4.164000000000004,69.64,27
16381,DB01162,Terazosin,drug,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,387.44000000000017,1.0567999999999995,103.04,1249
16382,DB06457,Tecastemizole,drug,C1CNCCC1NC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F,324.403,3.3876000000000017,41.88,1250
16383,DB11090,Potassium nitrate,drug,[N+](=O)([O-])[O-].[K+],101.102,-3.2351,66.2,0
16384,DB11186,Pentoxyverine,drug,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,333.472,3.400000000000002,38.77,346
16385,DB11386,Chlorobutanol,drug,CC(C)(C(Cl)(Cl)Cl)O,177.45800000000003,2.127500000000001,20.23,0
16386,DB01030,Topotecan,drug,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,421.45300000000015,1.8467999999999996,104.89000000000001,219
16387,DB00219,Oxyphenonium,drug,CC[N+](C)(CC)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,348.50699999999995,3.484100000000003,46.53,182
16388,DB00354,Buclizine,drug,CC(C)(C)C1=CC=C(C=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,433.039,6.544700000000007,6.48,136
16389,DB00483,Gallamine triethiodide,drug,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],891.5400000000005,-3.5355000000000087,27.69,27
16390,DB00670,Pirenzepine,drug,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,351.4100000000001,1.559399999999999,68.78,1251
16391,DB00771,Clidinium,drug,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,352.45400000000006,2.704500000000001,46.53,1252
16392,DB00782,Propantheline,drug,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C,368.4970000000001,4.730800000000005,35.53,421
16393,DB00804,Dicyclomine,drug,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,309.4940000000001,4.402200000000004,29.54,1148
16394,DB00942,Cycrimine,drug,C1CCN(CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O,287.44699999999995,3.9404000000000035,23.47,1253
16395,DB01148,Flavoxate,drug,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,391.4670000000002,4.411120000000004,59.75000000000001,1254
16396,DB01618,Molindone,drug,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,276.37999999999994,1.96282,45.33,1255
16397,DB02010,Staurosporine,drug,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,466.5410000000002,4.354000000000004,69.45,1256
16398,DB05152,NGX267,drug,CC[C@H]1C(=O)NC2(S1)CCN(CC2)C,214.33399999999995,1.0498999999999998,32.34,1257
16399,DB05766,Norclozapine,drug,,,,,-1
16400,DB06202,Lasofoxifene,drug,C1CCN(C1)CCOC2=CC=C(C=C2)[C@H]3[C@H](CCC4=C3C=CC(=C4)O)C5=CC=CC=C5,413.56100000000015,5.728700000000007,32.7,1258
16401,DB00583,Levocarnitine,drug,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,161.201,-1.8064999999999976,60.36,0
16402,DB00716,Nedocromil,drug,CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,371.34500000000014,2.4767,126.81000000000002,1259
16403,DB08855,Leukotriene C4,drug,CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N,625.7850000000001,2.776900000000002,216.34999999999997,0
16404,DB11858,Leukotriene D4,drug,CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)NCC(=O)O)N,496.67000000000024,3.4273,149.95,0
16405,DB01917,Putrescine,drug,C(CCN)CN,88.15400000000001,-0.31599999999999956,52.04,0
16406,DB08163,5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine,drug,CN(CCCCON)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=NC3=C(N=CN=C32)N)C=C)O)O,393.44800000000015,-0.7269999999999971,157.79999999999998,122
16407,DB00160,Alanine,drug,C[C@@H](C(=O)O)N,89.09400000000001,-0.5817999999999999,63.31999999999999,0
16408,DB00113,Technetium Tc-99m arcitumomab,drug,,,,,-1
16409,DB00141,N-Acetylglucosamine,drug,CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,221.20899999999997,-3.2349999999999977,127.09000000000002,0
16410,DB01240,Epoprostenol,drug,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/O2)O)O,352.471,3.4085000000000027,86.99000000000001,1260
16411,DB05553,Regrelor,drug,CCNC(=O)NC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@H]4[C@@H]([C@H](O3)COP(=O)(O)O)O[C@@H](O4)/C=C/C5=CC=CC=C5,532.4500000000003,1.7978999999999998,179.17999999999998,1261
16412,DB06350,Elinogrel,drug,CNC1=C(C=C2C(=C1)NC(=O)N(C2=O)C3=CC=C(C=C3)NC(=O)NS(=O)(=O)C4=CC=C(S4)Cl)F,523.9550000000002,3.0851000000000006,142.16,1262
16413,DB06441,Cangrelor,drug,CSCCNC1=C2C(=NC(=N1)SCCC(F)(F)F)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(C(P(=O)(O)O)(Cl)Cl)O)O)O,776.3660000000004,2.8505000000000034,255.90999999999994,122
16414,DB04633,"N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine",drug,CCCNCCCNCCCNCC,201.35799999999998,0.9653000000000003,36.089999999999996,0
16415,DB00272,Betazole,drug,C1=C(NN=C1)CCN,111.14800000000001,-0.08910000000000007,54.7,1039
16416,DB00797,Tolazoline,drug,C1CN=C(N1)CC2=CC=CC=C2,160.22,1.2308000000000001,24.39,1042
16417,DB05369,HZT-501,drug,,,,,-1
16418,DB08805,Metiamide,drug,CC1=C(N=CN1)CSCCNC(=S)NC,244.389,1.04522,52.74,100
16419,DB08806,Roxatidine acetate,drug,CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,348.4430000000002,2.1206999999999994,67.87,1263
16420,DB01592,Iron,drug,[Fe],55.845,-0.0025,0.0,0
16421,DB03222,dATP,drug,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,491.1830000000001,-0.5998000000000001,258.9,122
16422,DB07479,"(1S)-1,2,3,4-TETRAHYDRO-BENZO[C]PHENANTHRENE-2,3,4-TRIOL",drug,C1[C@H]([C@H]([C@@H](C2=C1C3=C(C=CC4=CC=CC=C43)C=C2)O)O)O,280.323,2.304300000000002,60.69,1264
16423,DB14488,Ferrous gluconate,drug,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Fe+2],446.1390000000001,-9.658100000000001,282.56,0
16424,DB14489,Ferrous succinate,drug,C(CC(=O)[O-])C(=O)[O-].[Fe+2],171.91699999999997,-2.7360999999999995,80.25999999999999,0
16425,DB14490,Ferrous ascorbate,drug,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])[O-])O)O.[Fe+2],406.0770000000001,-5.212699999999996,220.1,1265
16426,DB14491,Ferrous fumarate,drug,C(=C/C(=O)[O-])\C(=O)[O-].[Fe+2],169.90099999999998,-2.9600999999999997,80.25999999999999,0
16427,DB14501,Ferrous glycine sulfate,drug,C(C(=O)[O-])N.C(C(=O)[O-])N.OS(=O)(=O)O.[Fe+2],302.04200000000003,-5.265299999999999,206.89999999999998,0
16428,DB03506,"5H-pyrrolo[3,2-d]pyrimidin-4-amine",drug,C1=CNC2=C1N=CN=C2N,134.14199999999997,0.5401,67.59,1266
16429,DB04272,Citric acid,drug,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,192.12300000000002,-1.2485,132.13,0
